=================================================
Project : math_36	start : 18/01/15 23:11
Current failed test : org.apache.commons.math.fraction.BigFractionTest::testFloatValueForLargeNumeratorAndDenominator | 18/01/15 23:13
Mon Jan 15 23:14:59 AEDT 2018 org.apache.commons.math.fraction.BigFraction,732
Mon Jan 15 23:15:26 AEDT 2018 org.apache.commons.math.fraction.BigFraction,735
Mon Jan 15 23:15:31 AEDT 2018 Mon Jan 15 23:15:31 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,370=>Find no block
Mon Jan 15 23:15:37 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,371
Mon Jan 15 23:15:51 AEDT 2018 Mon Jan 15 23:15:51 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,372=>Find no block
Mon Jan 15 23:15:55 AEDT 2018 org.apache.commons.math.fraction.BigFraction,366
Mon Jan 15 23:16:09 AEDT 2018 Mon Jan 15 23:16:09 AEDT 2018 : org.apache.commons.math.fraction.BigFraction,367=>Find no block
Mon Jan 15 23:16:15 AEDT 2018 org.apache.commons.math.fraction.BigFraction,133
Mon Jan 15 23:16:36 AEDT 2018 org.apache.commons.math.fraction.BigFraction,134
Mon Jan 15 23:16:41 AEDT 2018 org.apache.commons.math.fraction.BigFraction,126
Mon Jan 15 23:16:56 AEDT 2018 org.apache.commons.math.fraction.BigFraction,127
Mon Jan 15 23:17:00 AEDT 2018 org.apache.commons.math.fraction.BigFraction,381
Mon Jan 15 23:17:10 AEDT 2018 Mon Jan 15 23:17:10 AEDT 2018 : org.apache.commons.math.fraction.BigFraction,382=>Find no block
Mon Jan 15 23:17:13 AEDT 2018 org.apache.commons.math.fraction.BigFraction,131
Mon Jan 15 23:18:50 AEDT 2018 org.apache.commons.math.fraction.BigFraction,132
Mon Jan 15 23:18:55 AEDT 2018 org.apache.commons.math.fraction.BigFraction,138
Mon Jan 15 23:19:25 AEDT 2018 org.apache.commons.math.fraction.BigFraction,144
Mon Jan 15 23:21:29 AEDT 2018 org.apache.commons.math.fraction.BigFraction,145
Mon Jan 15 23:21:34 AEDT 2018 org.apache.commons.math.util.MathUtils,244
Mon Jan 15 23:22:51 AEDT 2018 Mon Jan 15 23:22:51 AEDT 2018 : org.apache.commons.math.util.MathUtils,247=>Find no block
Mon Jan 15 23:22:56 AEDT 2018 Mon Jan 15 23:22:56 AEDT 2018 : org.apache.commons.math.fraction.BigFraction,119=>Find no block
Mon Jan 15 23:23:01 AEDT 2018 org.apache.commons.math.fraction.BigFraction,120
Mon Jan 15 23:32:13 AEDT 2018 org.apache.commons.math.fraction.BigFraction,121
Mon Jan 15 23:32:17 AEDT 2018 org.apache.commons.math.fraction.BigFraction,122
Mon Jan 15 23:34:07 AEDT 2018 org.apache.commons.math.fraction.BigFraction,125
Mon Jan 15 23:36:22 AEDT 2018 Mon Jan 15 23:36:22 AEDT 2018 : org.apache.commons.math.fraction.BigFraction,148=>Find no block
Mon Jan 15 23:36:27 AEDT 2018 Mon Jan 15 23:36:27 AEDT 2018 : org.apache.commons.math.exception.MathIllegalStateException,45=>Find no block
Mon Jan 15 23:36:33 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,46
Mon Jan 15 23:36:48 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,47
Mon Jan 15 23:36:54 AEDT 2018 Mon Jan 15 23:36:54 AEDT 2018 : org.apache.commons.math.exception.MathIllegalStateException,48=>Find no block
Mon Jan 15 23:37:00 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,60
Mon Jan 15 23:38:30 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,61
Mon Jan 15 23:38:36 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,62
Mon Jan 15 23:38:40 AEDT 2018 Mon Jan 15 23:38:40 AEDT 2018 : org.apache.commons.math.exception.MathIllegalStateException,63=>Find no block
Mon Jan 15 23:38:45 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,69
Mon Jan 15 23:38:58 AEDT 2018 Mon Jan 15 23:38:58 AEDT 2018 : org.apache.commons.math.exception.MathIllegalStateException,70=>Find no block
Mon Jan 15 23:39:03 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,74
Mon Jan 15 23:39:18 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,80
Mon Jan 15 23:39:33 AEDT 2018 org.apache.commons.math.exception.MathIllegalStateException,86
Mon Jan 15 23:39:46 AEDT 2018 Mon Jan 15 23:39:46 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,39=>Find no block
Mon Jan 15 23:39:52 AEDT 2018 Mon Jan 15 23:39:52 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,39=>Find no block
Mon Jan 15 23:39:57 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,376
Mon Jan 15 23:40:07 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,382
Mon Jan 15 23:44:58 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,384
Mon Jan 15 23:45:12 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,386
Mon Jan 15 23:45:17 AEDT 2018 Mon Jan 15 23:45:17 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,391=>Find no block
Mon Jan 15 23:45:22 AEDT 2018 Mon Jan 15 23:45:22 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,389=>Find no block
Mon Jan 15 23:45:28 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,395
Mon Jan 15 23:45:34 AEDT 2018 org.apache.commons.math.exception.MathIllegalNumberException,46
Mon Jan 15 23:46:47 AEDT 2018 org.apache.commons.math.exception.MathIllegalNumberException,47
Mon Jan 15 23:46:52 AEDT 2018 Mon Jan 15 23:46:52 AEDT 2018 : org.apache.commons.math.exception.MathIllegalNumberException,48=>Find no block
Mon Jan 15 23:46:57 AEDT 2018 org.apache.commons.math.exception.MathIllegalNumberException,54
Mon Jan 15 23:47:09 AEDT 2018 Mon Jan 15 23:47:09 AEDT 2018 : org.apache.commons.math.exception.MathIllegalArgumentException,44=>Find no block
Mon Jan 15 23:47:14 AEDT 2018 org.apache.commons.math.exception.MathIllegalArgumentException,45
Mon Jan 15 23:47:19 AEDT 2018 org.apache.commons.math.exception.MathIllegalArgumentException,46
Mon Jan 15 23:47:24 AEDT 2018 Mon Jan 15 23:47:24 AEDT 2018 : org.apache.commons.math.exception.MathIllegalArgumentException,47=>Find no block
Mon Jan 15 23:47:29 AEDT 2018 org.apache.commons.math.exception.MathIllegalArgumentException,51
Mon Jan 15 23:47:33 AEDT 2018 org.apache.commons.math.exception.MathIllegalArgumentException,57
Mon Jan 15 23:47:37 AEDT 2018 org.apache.commons.math.exception.MathIllegalArgumentException,63
Mon Jan 15 23:47:42 AEDT 2018 Mon Jan 15 23:47:42 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,43=>Find no block
Mon Jan 15 23:47:47 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,44
Mon Jan 15 23:48:59 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,45
Mon Jan 15 23:49:04 AEDT 2018 Mon Jan 15 23:49:04 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,46=>Find no block
Mon Jan 15 23:49:10 AEDT 2018 Mon Jan 15 23:49:10 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,56=>Find no block
Mon Jan 15 23:49:15 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,57
Mon Jan 15 23:49:20 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,58
Mon Jan 15 23:49:25 AEDT 2018 Mon Jan 15 23:49:25 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,59=>Find no block
Mon Jan 15 23:49:31 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,63
Mon Jan 15 23:49:36 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,69
Mon Jan 15 23:49:42 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,75
Mon Jan 15 23:49:45 AEDT 2018 org.apache.commons.math.exception.NullArgumentException,41
