=================================================
Project : math_36	start : 18/01/14 09:34
Current failed test : org.apache.commons.math.fraction.BigFractionTest::testFloatValueForLargeNumeratorAndDenominator | 18/01/14 09:36
Sun Jan 14 09:38:18 AEDT 2018 org.apache.commons.math.fraction.BigFraction,732
Sun Jan 14 09:38:47 AEDT 2018 org.apache.commons.math.fraction.BigFraction,735
Sun Jan 14 09:38:49 AEDT 2018 Sun Jan 14 09:38:49 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,370=>Find no block
Sun Jan 14 09:38:53 AEDT 2018 org.apache.commons.math.exception.util.LocalizedFormats,371
Sun Jan 14 09:39:08 AEDT 2018 Sun Jan 14 09:39:08 AEDT 2018 : org.apache.commons.math.exception.util.LocalizedFormats,372=>Find no block
Sun Jan 14 09:39:13 AEDT 2018 org.apache.commons.math.fraction.BigFraction,366
Sun Jan 14 09:39:27 AEDT 2018 Sun Jan 14 09:39:27 AEDT 2018 : org.apache.commons.math.fraction.BigFraction,367=>Find no block
Sun Jan 14 09:39:33 AEDT 2018 org.apache.commons.math.fraction.BigFraction,133
Sun Jan 14 09:39:58 AEDT 2018 org.apache.commons.math.fraction.BigFraction,134
Sun Jan 14 09:40:06 AEDT 2018 org.apache.commons.math.fraction.BigFraction,126
Sun Jan 14 09:40:24 AEDT 2018 org.apache.commons.math.fraction.BigFraction,127
Sun Jan 14 09:40:31 AEDT 2018 org.apache.commons.math.fraction.BigFraction,381
Sun Jan 14 09:40:46 AEDT 2018 Sun Jan 14 09:40:46 AEDT 2018 : org.apache.commons.math.fraction.BigFraction,382=>Find no block
Sun Jan 14 09:40:52 AEDT 2018 org.apache.commons.math.fraction.BigFraction,131
Sun Jan 14 09:42:35 AEDT 2018 org.apache.commons.math.fraction.BigFraction,132
Sun Jan 14 09:42:43 AEDT 2018 org.apache.commons.math.fraction.BigFraction,138
Sun Jan 14 09:43:23 AEDT 2018 org.apache.commons.math.fraction.BigFraction,144
Sun Jan 14 09:44:52 AEDT 2018 org.apache.commons.math.fraction.BigFraction,145
