=================================================
Project : closure_59	start : 17/08/23 17:41
Current failed test : com.google.javascript.jscomp.CommandLineRunnerTest::testCheckGlobalThisOff | 17/08/23 17:42
Wed Aug 23 17:42:48 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,170
Wed Aug 23 17:43:01 AEST 2017 com.google.javascript.jscomp.RemoveUnusedVars,935
Wed Aug 23 17:56:10 AEST 2017 com.google.javascript.jscomp.CollapseVariableDeclarations,196
Wed Aug 23 17:56:23 AEST 2017 com.google.javascript.jscomp.PrintStreamErrorManager,71
Wed Aug 23 17:56:28 AEST 2017 com.google.javascript.jscomp.MustBeReachingVariableDef,284
Wed Aug 23 18:03:32 AEST 2017 com.google.javascript.jscomp.MustBeReachingVariableDef,287
Wed Aug 23 18:03:33 AEST 2017 com.google.javascript.jscomp.MustBeReachingVariableDef,288
Wed Aug 23 18:03:34 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,160
Wed Aug 23 18:03:54 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,162
Wed Aug 23 18:03:55 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,166
Wed Aug 23 18:03:59 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,188
Wed Aug 23 18:04:33 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,190
Wed Aug 23 18:04:34 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,198
Wed Aug 23 19:42:22 AEST 2017 Wed Aug 23 19:42:22 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1102=>Find no block
Wed Aug 23 19:42:23 AEST 2017 com.google.javascript.jscomp.AbstractCommandLineRunner,202
Wed Aug 23 19:42:57 AEST 2017 Wed Aug 23 19:42:57 AEST 2017 : com.google.javascript.jscomp.AbstractCommandLineRunner,203=>Find no block
Wed Aug 23 19:42:58 AEST 2017 com.google.javascript.jscomp.AbstractCommandLineRunner,1729
Wed Aug 23 19:45:38 AEST 2017 Wed Aug 23 19:45:38 AEST 2017 : com.google.javascript.jscomp.AbstractCommandLineRunner,1730=>Find no block
Wed Aug 23 19:45:39 AEST 2017 Wed Aug 23 19:45:39 AEST 2017 : com.google.javascript.jscomp.AbstractCommandLineRunner,1719=>Find no block
Wed Aug 23 19:45:40 AEST 2017 com.google.javascript.jscomp.AbstractCommandLineRunner,1720
Wed Aug 23 19:46:00 AEST 2017 com.google.javascript.jscomp.AbstractCommandLineRunner,1721
Wed Aug 23 19:46:01 AEST 2017 Wed Aug 23 19:46:01 AEST 2017 : com.google.javascript.jscomp.AbstractCommandLineRunner,1722=>Find no block
Wed Aug 23 19:46:02 AEST 2017 Wed Aug 23 19:46:02 AEST 2017 : com.google.javascript.jscomp.AbstractCommandLineRunner,1715=>Find no block
Wed Aug 23 19:46:03 AEST 2017 com.google.javascript.jscomp.CommandLineRunner,441
Wed Aug 23 19:52:00 AEST 2017 com.google.javascript.jscomp.CommandLineRunner,442
Wed Aug 23 19:52:01 AEST 2017 Wed Aug 23 19:52:01 AEST 2017 : com.google.javascript.jscomp.CommandLineRunner,443=>Find no block
Wed Aug 23 19:52:02 AEST 2017 com.google.javascript.jscomp.DiagnosticGroups,206
Wed Aug 23 19:55:02 AEST 2017 com.google.javascript.jscomp.DiagnosticGroups,207
Wed Aug 23 19:55:03 AEST 2017 com.google.javascript.jscomp.DiagnosticGroups,208
Wed Aug 23 19:55:04 AEST 2017 Wed Aug 23 19:55:04 AEST 2017 : com.google.javascript.jscomp.DiagnosticGroups,209=>Find no block
Wed Aug 23 19:55:05 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,156
Wed Aug 23 19:55:06 AEST 2017 com.google.javascript.jscomp.CheckMissingReturn,179
Wed Aug 23 19:56:52 AEST 2017 Wed Aug 23 19:56:52 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1114=>Find no block
Wed Aug 23 19:56:53 AEST 2017 com.google.javascript.jscomp.DiagnosticGroups,63
Wed Aug 23 19:57:30 AEST 2017 com.google.javascript.jscomp.ExploitAssigns,83
Wed Aug 23 20:03:03 AEST 2017 com.google.javascript.jscomp.CollapseVariableDeclarations,192
Wed Aug 23 20:21:01 AEST 2017 com.google.javascript.jscomp.CollapseVariableDeclarations,193
Wed Aug 23 20:21:02 AEST 2017 com.google.javascript.jscomp.CollapseVariableDeclarations,195
Wed Aug 23 20:21:03 AEST 2017 Wed Aug 23 20:21:03 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1153=>Find no block
Wed Aug 23 20:21:04 AEST 2017 Wed Aug 23 20:21:04 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1159=>Find no block
Wed Aug 23 20:21:05 AEST 2017 Wed Aug 23 20:21:05 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1160=>Find no block
Wed Aug 23 20:21:06 AEST 2017 Wed Aug 23 20:21:06 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1162=>Find no block
Wed Aug 23 20:21:07 AEST 2017 Wed Aug 23 20:21:07 AEST 2017 : com.google.javascript.jscomp.DefaultPassConfig,1153=>Find no block
Wed Aug 23 20:21:08 AEST 2017 com.google.javascript.jscomp.DefaultPassConfig,263
Wed Aug 23 20:24:11 AEST 2017 com.google.javascript.jscomp.Compiler,1100
Wed Aug 23 20:25:25 AEST 2017 com.google.javascript.jscomp.CheckGlobalThis,165
