=================================================
Project : closure_70	start : 18/01/15 13:55
Current failed test : com.google.javascript.jscomp.LooseTypeCheckTest::testDuplicateLocalVarDecl | 18/01/15 13:55
Mon Jan 15 14:13:05 AEDT 2018 com.google.javascript.jscomp.Scope,265
Mon Jan 15 14:14:44 AEDT 2018 com.google.javascript.jscomp.Scope,268
Mon Jan 15 14:14:49 AEDT 2018 com.google.javascript.jscomp.TypeValidator,552
Mon Jan 15 14:40:42 AEDT 2018 com.google.javascript.jscomp.TypeValidator,553
Mon Jan 15 14:40:46 AEDT 2018 com.google.javascript.jscomp.parsing.JsDocInfoParser,1662
Mon Jan 15 15:32:59 AEDT 2018 com.google.javascript.jscomp.parsing.JsDocInfoParser,1652
Mon Jan 15 16:27:10 AEDT 2018 com.google.javascript.jscomp.parsing.JsDocInfoParser,1653
Mon Jan 15 17:02:53 AEDT 2018 com.google.javascript.jscomp.TypeValidator,549
Mon Jan 15 18:02:55 AEDT 2018 com.google.javascript.jscomp.ChainableReverseAbstractInterpreter,79
Mon Jan 15 18:08:39 AEDT 2018 com.google.javascript.jscomp.ChainableReverseAbstractInterpreter,80
Mon Jan 15 18:08:40 AEDT 2018 com.google.javascript.jscomp.ChainableReverseAbstractInterpreter,81
Mon Jan 15 18:08:41 AEDT 2018 com.google.javascript.jscomp.ChainableReverseAbstractInterpreter,82
Mon Jan 15 18:08:42 AEDT 2018 com.google.javascript.jscomp.ChainableReverseAbstractInterpreter,89
Mon Jan 15 18:10:43 AEDT 2018 com.google.javascript.jscomp.ProcessClosurePrimitives,239
Mon Jan 15 18:34:34 AEDT 2018 com.google.javascript.jscomp.ProcessClosurePrimitives,240
Mon Jan 15 18:34:39 AEDT 2018 com.google.javascript.jscomp.ProcessClosurePrimitives,241
Mon Jan 15 18:34:44 AEDT 2018 Mon Jan 15 18:34:44 AEDT 2018 : com.google.javascript.jscomp.ProcessClosurePrimitives,244=>Find no block
Mon Jan 15 18:34:49 AEDT 2018 com.google.javascript.jscomp.TypeCheck,925
Mon Jan 15 18:38:20 AEDT 2018 com.google.javascript.jscomp.LinkedFlowScope,453
