=================================================
Project : math_55	start : 18/01/12 14:05
Current failed test : org.apache.commons.math.geometry.Vector3DTest::testCrossProductCancellation | 18/01/12 14:06
Fri Jan 12 14:06:55 AEDT 2018 org.apache.commons.math.geometry.Vector3D,473
Fri Jan 12 14:07:45 AEDT 2018 org.apache.commons.math.geometry.Vector3D,181
Fri Jan 12 14:12:21 AEDT 2018 org.apache.commons.math.geometry.Vector3D,189
Fri Jan 12 14:14:49 AEDT 2018 org.apache.commons.math.geometry.Vector3D,197
Fri Jan 12 14:16:57 AEDT 2018 Fri Jan 12 14:16:57 AEDT 2018 : org.apache.commons.math.geometry.Vector3D,93=>Find no block
Fri Jan 12 14:16:59 AEDT 2018 org.apache.commons.math.geometry.Vector3D,94
Fri Jan 12 14:42:56 AEDT 2018 org.apache.commons.math.geometry.Vector3D,95
Fri Jan 12 14:42:57 AEDT 2018 org.apache.commons.math.geometry.Vector3D,96
Fri Jan 12 14:42:58 AEDT 2018 Fri Jan 12 14:42:58 AEDT 2018 : org.apache.commons.math.geometry.Vector3D,97=>Find no block
Fri Jan 12 14:43:00 AEDT 2018 Fri Jan 12 14:43:00 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,38=>Find no block
Fri Jan 12 14:43:01 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,39
Fri Jan 12 14:43:48 AEDT 2018 Fri Jan 12 14:43:48 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,40=>Find no block
Fri Jan 12 14:43:49 AEDT 2018 Fri Jan 12 14:43:49 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,50=>Find no block
Fri Jan 12 14:43:50 AEDT 2018 org.apache.commons.math.exception.MathArithmeticException,51
Fri Jan 12 14:44:29 AEDT 2018 Fri Jan 12 14:44:29 AEDT 2018 : org.apache.commons.math.exception.MathArithmeticException,52=>Find no block
Fri Jan 12 14:44:30 AEDT 2018 Fri Jan 12 14:44:30 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,63=>Find no block
Fri Jan 12 14:44:31 AEDT 2018 Fri Jan 12 14:44:31 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,47=>Find no block
Fri Jan 12 14:44:33 AEDT 2018 Fri Jan 12 14:44:33 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,53=>Find no block
Fri Jan 12 14:44:34 AEDT 2018 Fri Jan 12 14:44:34 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,58=>Find no block
Fri Jan 12 14:44:35 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,71
Fri Jan 12 14:44:51 AEDT 2018 Fri Jan 12 14:44:51 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,72=>Find no block
Fri Jan 12 14:44:52 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,77
Fri Jan 12 14:47:25 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,78
Fri Jan 12 14:47:27 AEDT 2018 Fri Jan 12 14:47:27 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,79=>Find no block
Fri Jan 12 14:47:28 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,83
Fri Jan 12 14:49:11 AEDT 2018 Fri Jan 12 14:49:11 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,84=>Find no block
Fri Jan 12 14:49:12 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,88
Fri Jan 12 14:49:46 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,93
Fri Jan 12 14:49:50 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,103
Fri Jan 12 14:49:54 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,115
Fri Jan 12 14:50:36 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,121
Fri Jan 12 14:51:10 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,127
Fri Jan 12 14:51:46 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,139
Fri Jan 12 14:57:45 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,140
Fri Jan 12 14:57:47 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,141
Fri Jan 12 16:04:15 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,142
Fri Jan 12 16:04:17 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,143
Fri Jan 12 16:04:18 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,144
Fri Jan 12 16:04:21 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,145
Fri Jan 12 16:04:22 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,147
Fri Jan 12 16:04:25 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,148
Fri Jan 12 16:04:28 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,150
Fri Jan 12 16:04:29 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,154
Fri Jan 12 16:47:19 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,165
Fri Jan 12 16:47:26 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,166
Fri Jan 12 16:47:27 AEDT 2018 Fri Jan 12 16:47:27 AEDT 2018 : org.apache.commons.math.exception.MathRuntimeException,167=>Find no block
Fri Jan 12 16:47:30 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,178
Fri Jan 12 16:47:35 AEDT 2018 org.apache.commons.math.exception.MathRuntimeException,179
